metropolitan_area_name,efficiency,one_bedroom,two_bedroom,three_bedroom,four_bedroom,fmr_percentile,unnamed:_7,year
"Abilene, TX MSA",$688,$732,$945,"$1,288","$1,598",40,,2025
"Amarillo, TX HUD Metro FMR Area",$621,$713,$908,"$1,230","$1,421",40,,2025
"Atascosa County, TX HUD Metro FMR Area",$640,$801,$913,"$1,129","$1,505",40,,2025
"Austin County, TX HUD Metro FMR Area",$606,$778,$912,"$1,258","$1,561",40,,2025
"Austin-Round Rock, TX MSA","$1,092","$1,236","$1,451","$1,867","$2,194",40,,2025
"Beaumont-Port Arthur, TX MSA",$747,$798,$982,"$1,281","$1,332",40,,2025
"Brazoria County, TX HUD Metro FMR Area",$783,"$1,035","$1,179","$1,543","$2,018",40,,2025
"Brownsville-Harlingen, TX MSA",$598,$631,$803,"$1,043","$1,206",40,,2025
"College Station-Bryan, TX MSA",$759,$841,$975,"$1,385","$1,582",40,,2025
"Corpus Christi, TX MSA",$822,$909,"$1,118","$1,474","$1,720",40,,2025
"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,,2025
"El Paso, TX HUD Metro FMR Area",$558,$701,$840,"$1,174","$1,438",40,,2025
"Falls County, TX HUD Metro FMR Area",$556,$633,$757,"$1,075","$1,296",40,,2025
"Fort Worth-Arlington, TX HUD Metro FMR Area",$939,"$1,064","$1,269","$1,685","$2,098",40,,2025
"Harrison County, TX HUD Metro FMR Area",$630,$712,$899,"$1,112","$1,219",40,,2025
"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,,2025
"Hudspeth County, TX HUD Metro FMR Area",$503,$631,$757,$936,"$1,296",40,,2025
"Kendall County, TX HUD Metro FMR Area",$902,"$1,087","$1,358","$1,679","$2,130",40,,2025
"Killeen-Temple, TX HUD Metro FMR Area",$637,$641,$815,"$1,158","$1,395",40,,2025
"Lampasas County, TX HUD Metro FMR Area",$601,$605,$796,"$1,083","$1,087",40,,2025
"Laredo, TX MSA",$756,$760,$942,"$1,222","$1,349",40,,2025
"Longview, TX HUD Metro FMR Area",$687,$786,$924,"$1,276","$1,467",40,,2025
"Lubbock, TX HUD Metro FMR Area",$670,$773,$951,"$1,348","$1,618",40,,2025
"Lynn County, TX HUD Metro FMR Area",$534,$616,$757,"$1,075","$1,284",40,,2025
"Martin County, TX HUD Metro FMR Area",$611,$615,$757,"$1,075","$1,296",40,,2025
"McAllen-Edinburg-Mission, TX MSA",$633,$637,$817,"$1,062","$1,176",40,,2025
"Medina County, TX HUD Metro FMR Area",$637,$692,$910,"$1,170","$1,309",40,,2025
"Midland, TX HUD Metro FMR Area","$1,158","$1,165","$1,433","$1,771","$2,453",40,,2025
"Odessa, TX MSA",$884,$934,"$1,229","$1,519","$1,771",40,,2025
"Oldham County, TX HUD Metro FMR Area",$676,$775,$988,"$1,221","$1,546",40,,2025
"Rusk County, TX HUD Metro FMR Area",$638,$642,$845,"$1,070","$1,289",40,,2025
"San Angelo, TX HUD Metro FMR Area",$659,$790,$992,"$1,314","$1,629",40,,2025
"San Antonio-New Braunfels, TX HUD Metro FMR Area",$815,$961,"$1,165","$1,500","$1,849",40,,2025
"Sherman-Denison, TX MSA",$661,$830,$985,"$1,316","$1,570",40,,2025
"Sterling County, TX HUD Metro FMR Area",$659,$790,$992,"$1,314","$1,629",40,,2025
"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",$669,$670,$838,"$1,046","$1,344",40,,2025
"Tyler, TX MSA",$852,$857,"$1,037","$1,308","$1,669",40,,2025
"Victoria, TX MSA",$788,$861,"$1,068","$1,367","$1,563",40,,2025
"Waco, TX HUD Metro FMR Area",$673,$716,$915,"$1,215","$1,300",40,,2025
"Wichita Falls, TX MSA",$641,$707,$878,"$1,197","$1,362",40,,2025
"Wise County, TX HUD Metro FMR Area",$857,$872,$994,"$1,335","$1,399",40,,2025
FY2022 Texas FMR Local Area Summary,,,,,,,,2025
Locality Name,Metropolitan Area Name,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,FMR Percentile,2025
Anderson County,"Anderson County, TX",$615,$685,$831,"$1,164","$1,388",40,2025
Andrews County,"Andrews County, TX",$798,$902,"$1,079","$1,398","$1,625",40,2025
Angelina County,"Angelina County, TX",$737,$741,$881,"$1,101","$1,195",40,2025
Aransas County,"Aransas County, TX",$730,$844,$986,"$1,401","$1,440",40,2025
Archer County,"Wichita Falls, TX MSA",$641,$707,$878,"$1,197","$1,362",40,2025
Armstrong County,"Amarillo, TX HUD Metro FMR Area",$621,$713,$908,"$1,230","$1,421",40,2025
Atascosa County,"Atascosa County, TX HUD Metro FMR Area",$640,$801,$913,"$1,129","$1,505",40,2025
Austin County,"Austin County, TX HUD Metro FMR Area",$606,$778,$912,"$1,258","$1,561",40,2025
Bailey County,"Bailey County, TX",$560,$600,$757,$996,"$1,105",40,2025
Bandera County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$815,$961,"$1,165","$1,500","$1,849",40,2025
Bastrop County,"Austin-Round Rock, TX MSA","$1,092","$1,236","$1,451","$1,867","$2,194",40,2025
Baylor County,"Baylor County, TX",$560,$650,$757,"$1,075","$1,105",40,2025
Bee County,"Bee County, TX",$715,$735,$967,"$1,340","$1,529",40,2025
Bell County,"Killeen-Temple, TX HUD Metro FMR Area",$637,$641,$815,"$1,158","$1,395",40,2025
Bexar County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$815,$961,"$1,165","$1,500","$1,849",40,2025
Blanco County,"Blanco County, TX",$719,$770,$972,"$1,202","$1,344",40,2025
Borden County,"Borden County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Bosque County,"Bosque County, TX",$574,$590,$776,"$1,007","$1,052",40,2025
Bowie County,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",$669,$670,$838,"$1,046","$1,344",40,2025
Brazoria County,"Brazoria County, TX HUD Metro FMR Area",$783,"$1,035","$1,179","$1,543","$2,018",40,2025
Brazos County,"College Station-Bryan, TX MSA",$759,$841,$975,"$1,385","$1,582",40,2025
Brewster County,"Brewster County, TX",$644,$698,$871,"$1,081","$1,271",40,2025
Briscoe County,"Briscoe County, TX",$560,$600,$757,"$1,075","$1,105",40,2025
Brooks County,"Brooks County, TX",$560,$600,$757,$937,"$1,105",40,2025
Brown County,"Brown County, TX",$567,$648,$853,"$1,138","$1,259",40,2025
Burleson County,"College Station-Bryan, TX MSA",$759,$841,$975,"$1,385","$1,582",40,2025
Burnet County,"Burnet County, TX",$696,$779,$908,"$1,264","$1,269",40,2025
Caldwell County,"Austin-Round Rock, TX MSA","$1,092","$1,236","$1,451","$1,867","$2,194",40,2025
Calhoun County,"Calhoun County, TX",$548,$724,$825,"$1,154","$1,205",40,2025
Callahan County,"Abilene, TX MSA",$688,$732,$945,"$1,288","$1,598",40,2025
Cameron County,"Brownsville-Harlingen, TX MSA",$598,$631,$803,"$1,043","$1,206",40,2025
Camp County,"Camp County, TX",$560,$611,$757,"$1,075","$1,244",40,2025
Carson County,"Amarillo, TX HUD Metro FMR Area",$621,$713,$908,"$1,230","$1,421",40,2025
Cass County,"Cass County, TX",$560,$575,$757,"$1,061","$1,216",40,2025
Castro County,"Castro County, TX",$560,$664,$757,"$1,075","$1,105",40,2025
Chambers County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,2025
Cherokee County,"Cherokee County, TX",$514,$591,$773,"$1,044","$1,048",40,2025
Childress County,"Childress County, TX",$652,$670,$881,"$1,089","$1,286",40,2025
Clay County,"Wichita Falls, TX MSA",$641,$707,$878,"$1,197","$1,362",40,2025
Cochran County,"Cochran County, TX",$560,$600,$757,$936,"$1,128",40,2025
Coke County,"Coke County, TX",$560,$575,$757,$936,"$1,105",40,2025
Coleman County,"Coleman County, TX",$602,$618,$813,"$1,009","$1,102",40,2025
Collin County,"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,2025
Collingsworth County,"Collingsworth County, TX",$560,$600,$757,$996,"$1,105",40,2025
Colorado County,"Colorado County, TX",$602,$618,$813,"$1,081","$1,187",40,2025
Comal County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$815,$961,"$1,165","$1,500","$1,849",40,2025
Comanche County,"Comanche County, TX",$560,$664,$757,"$1,075","$1,148",40,2025
Concho County,"Concho County, TX",$693,$743,$937,"$1,236","$1,368",40,2025
Cooke County,"Cooke County, TX",$690,$766,$933,"$1,261","$1,265",40,2025
Coryell County,"Killeen-Temple, TX HUD Metro FMR Area",$637,$641,$815,"$1,158","$1,395",40,2025
Cottle County,"Cottle County, TX",$560,$600,$757,$936,"$1,296",40,2025
Crane County,"Crane County, TX",$572,$613,$773,"$1,060","$1,129",40,2025
Crockett County,"Crockett County, TX",$560,$600,$757,$998,"$1,105",40,2025
Crosby County,"Lubbock, TX HUD Metro FMR Area",$670,$773,$951,"$1,348","$1,618",40,2025
Culberson County,"Culberson County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Dallam County,"Dallam County, TX",$566,$671,$765,$946,"$1,178",40,2025
Dallas County,"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,2025
Dawson County,"Dawson County, TX",$560,$664,$757,"$1,023","$1,027",40,2025
Deaf Smith County,"Deaf Smith County, TX",$680,$685,$901,"$1,114","$1,222",40,2025
Delta County,"Delta County, TX",$560,$640,$757,"$1,075","$1,105",40,2025
Denton County,"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,2025
DeWitt County,"DeWitt County, TX",$651,$761,$880,"$1,157","$1,268",40,2025
Dickens County,"Dickens County, TX",$560,$600,$757,$998,"$1,105",40,2025
Dimmit County,"Dimmit County, TX",$580,$596,$784,"$1,034","$1,145",40,2025
Donley County,"Donley County, TX",$560,$575,$757,"$1,014","$1,105",40,2025
Duval County,"Duval County, TX",$560,$600,$757,"$1,060","$1,064",40,2025
Eastland County,"Eastland County, TX",$503,$664,$757,$936,"$1,027",40,2025
Ector County,"Odessa, TX MSA",$884,$934,"$1,229","$1,519","$1,771",40,2025
Edwards County,"Edwards County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
El Paso County,"El Paso, TX HUD Metro FMR Area",$558,$701,$840,"$1,174","$1,438",40,2025
Ellis County,"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,2025
Erath County,"Erath County, TX",$717,$722,$875,"$1,182","$1,187",40,2025
Falls County,"Falls County, TX HUD Metro FMR Area",$556,$633,$757,"$1,075","$1,296",40,2025
Fannin County,"Fannin County, TX",$607,$623,$820,"$1,165","$1,235",40,2025
Fayette County,"Fayette County, TX",$624,$641,$843,"$1,139","$1,143",40,2025
Fisher County,"Fisher County, TX",$560,$600,$757,"$1,021","$1,105",40,2025
Floyd County,"Floyd County, TX",$609,$625,$823,"$1,017","$1,202",40,2025
Foard County,"Foard County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Fort Bend County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,2025
Franklin County,"Franklin County, TX",$639,$661,$864,"$1,094","$1,314",40,2025
Freestone County,"Freestone County, TX",$560,$575,$757,"$1,024","$1,144",40,2025
Frio County,"Frio County, TX",$636,$754,$859,"$1,153","$1,254",40,2025
Gaines County,"Gaines County, TX",$560,$600,$757,"$1,054","$1,105",40,2025
Galveston County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,2025
Garza County,"Garza County, TX",$588,$630,$795,$984,"$1,224",40,2025
Gillespie County,"Gillespie County, TX",$760,$765,"$1,007","$1,430","$1,559",40,2025
Glasscock County,"Glasscock County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Goliad County,"Victoria, TX MSA",$788,$861,"$1,068","$1,367","$1,563",40,2025
Gonzales County,"Gonzales County, TX",$641,$662,$789,"$1,121","$1,152",40,2025
Gray County,"Gray County, TX",$574,$654,$861,"$1,067","$1,168",40,2025
Grayson County,"Sherman-Denison, TX MSA",$661,$830,$985,"$1,316","$1,570",40,2025
Gregg County,"Longview, TX HUD Metro FMR Area",$687,$786,$924,"$1,276","$1,467",40,2025
Grimes County,"Grimes County, TX",$603,$619,$815,"$1,007","$1,105",40,2025
Guadalupe County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$815,$961,"$1,165","$1,500","$1,849",40,2025
Hale County,"Hale County, TX",$560,$660,$757,"$1,075","$1,296",40,2025
Hall County,"Hall County, TX",$560,$576,$757,"$1,003","$1,105",40,2025
Hamilton County,"Hamilton County, TX",$576,$683,$778,$962,"$1,055",40,2025
Hansford County,"Hansford County, TX",$662,$703,$895,"$1,106","$1,307",40,2025
Hardeman County,"Hardeman County, TX",$560,$575,$757,"$1,022","$1,105",40,2025
Hardin County,"Beaumont-Port Arthur, TX MSA",$747,$798,$982,"$1,281","$1,332",40,2025
Harris County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,2025
Harrison County,"Harrison County, TX HUD Metro FMR Area",$630,$712,$899,"$1,112","$1,219",40,2025
Hartley County,"Hartley County, TX",$717,$768,$969,"$1,309","$1,314",40,2025
Haskell County,"Haskell County, TX",$560,$664,$757,"$1,075","$1,105",40,2025
Hays County,"Austin-Round Rock, TX MSA","$1,092","$1,236","$1,451","$1,867","$2,194",40,2025
Hemphill County,"Hemphill County, TX",$735,$755,$993,"$1,227","$1,450",40,2025
Henderson County,"Henderson County, TX",$628,$632,$832,"$1,082","$1,201",40,2025
Hidalgo County,"McAllen-Edinburg-Mission, TX MSA",$633,$637,$817,"$1,062","$1,176",40,2025
Hill County,"Hill County, TX",$538,$635,$810,"$1,070","$1,098",40,2025
Hockley County,"Hockley County, TX",$560,$664,$757,"$1,075","$1,296",40,2025
Hood County,"Hood County, TX",$833,$881,"$1,046","$1,293","$1,527",40,2025
Hopkins County,"Hopkins County, TX",$556,$652,$837,"$1,189","$1,275",40,2025
Houston County,"Houston County, TX",$563,$578,$761,$941,"$1,032",40,2025
Howard County,"Howard County, TX",$675,$851,"$1,006","$1,244","$1,587",40,2025
Hudspeth County,"Hudspeth County, TX HUD Metro FMR Area",$503,$631,$757,$936,"$1,296",40,2025
Hunt County,"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,2025
Hutchinson County,"Hutchinson County, TX",$637,$654,$861,"$1,095","$1,267",40,2025
Irion County,"San Angelo, TX HUD Metro FMR Area",$659,$790,$992,"$1,314","$1,629",40,2025
Jack County,"Jack County, TX",$560,$600,$757,"$1,075","$1,296",40,2025
Jackson County,"Jackson County, TX",$635,$753,$858,"$1,219","$1,253",40,2025
Jasper County,"Jasper County, TX",$655,$660,$868,"$1,173","$1,177",40,2025
Jeff Davis County,"Jeff Davis County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Jefferson County,"Beaumont-Port Arthur, TX MSA",$747,$798,$982,"$1,281","$1,332",40,2025
Jim Hogg County,"Jim Hogg County, TX",$560,$600,$757,"$1,075","$1,105",40,2025
Jim Wells County,"Jim Wells County, TX",$675,$693,$912,"$1,127","$1,281",40,2025
Johnson County,"Fort Worth-Arlington, TX HUD Metro FMR Area",$939,"$1,064","$1,269","$1,685","$2,098",40,2025
Jones County,"Abilene, TX MSA",$688,$732,$945,"$1,288","$1,598",40,2025
Karnes County,"Karnes County, TX",$559,$633,$799,"$1,084","$1,167",40,2025
Kaufman County,"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,2025
Kendall County,"Kendall County, TX HUD Metro FMR Area",$902,"$1,087","$1,358","$1,679","$2,130",40,2025
Kenedy County,"Kenedy County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Kent County,"Kent County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Kerr County,"Kerr County, TX",$670,$766,$906,"$1,253","$1,338",40,2025
Kimble County,"Kimble County, TX",$586,$676,$792,$979,"$1,156",40,2025
King County,"King County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Kinney County,"Kinney County, TX",$644,$690,$871,"$1,077","$1,272",40,2025
Kleberg County,"Kleberg County, TX",$656,$743,$977,"$1,249","$1,427",40,2025
Knox County,"Knox County, TX",$560,$600,$757,$936,"$1,105",40,2025
La Salle County,"La Salle County, TX",$560,$664,$757,"$1,075","$1,105",40,2025
Lamar County,"Lamar County, TX",$555,$621,$801,"$1,081","$1,371",40,2025
Lamb County,"Lamb County, TX",$560,$575,$757,$969,"$1,027",40,2025
Lampasas County,"Lampasas County, TX HUD Metro FMR Area",$601,$605,$796,"$1,083","$1,087",40,2025
Lavaca County,"Lavaca County, TX",$616,$642,$833,"$1,080","$1,216",40,2025
Lee County,"Lee County, TX",$729,$828,$985,"$1,218","$1,438",40,2025
Leon County,"Leon County, TX",$576,$591,$778,"$1,003","$1,055",40,2025
Liberty County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,2025
Limestone County,"Limestone County, TX",$545,$623,$820,"$1,014","$1,138",40,2025
Lipscomb County,"Lipscomb County, TX",$593,$636,$802,"$1,003","$1,171",40,2025
Live Oak County,"Live Oak County, TX",$578,$594,$781,"$1,109","$1,140",40,2025
Llano County,"Llano County, TX",$718,$737,$970,"$1,199","$1,449",40,2025
Loving County,"Loving County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Lubbock County,"Lubbock, TX HUD Metro FMR Area",$670,$773,$951,"$1,348","$1,618",40,2025
Lynn County,"Lynn County, TX HUD Metro FMR Area",$534,$616,$757,"$1,075","$1,284",40,2025
Madison County,"Madison County, TX",$648,$732,$876,"$1,083","$1,279",40,2025
Marion County,"Marion County, TX",$560,$606,$757,"$1,011","$1,105",40,2025
Martin County,"Martin County, TX HUD Metro FMR Area",$611,$615,$757,"$1,075","$1,296",40,2025
Mason County,"Mason County, TX",$602,$644,$813,"$1,133","$1,187",40,2025
Matagorda County,"Matagorda County, TX",$670,$675,$888,"$1,229","$1,520",40,2025
Maverick County,"Maverick County, TX",$599,$603,$779,$988,"$1,056",40,2025
McCulloch County,"McCulloch County, TX",$658,$676,$890,"$1,100","$1,299",40,2025
McLennan County,"Waco, TX HUD Metro FMR Area",$673,$716,$915,"$1,215","$1,300",40,2025
McMullen County,"McMullen County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Medina County,"Medina County, TX HUD Metro FMR Area",$637,$692,$910,"$1,170","$1,309",40,2025
Menard County,"Menard County, TX",$560,$600,$757,"$1,075","$1,105",40,2025
Midland County,"Midland, TX HUD Metro FMR Area","$1,158","$1,165","$1,433","$1,771","$2,453",40,2025
Milam County,"Milam County, TX",$560,$615,$757,"$1,073","$1,296",40,2025
Mills County,"Mills County, TX",$560,$600,$757,$936,"$1,105",40,2025
Mitchell County,"Mitchell County, TX",$560,$664,$757,"$1,064","$1,262",40,2025
Montague County,"Montague County, TX",$676,$694,$913,"$1,230","$1,333",40,2025
Montgomery County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,2025
Moore County,"Moore County, TX",$659,$677,$891,"$1,101","$1,301",40,2025
Morris County,"Morris County, TX",$503,$575,$757,"$1,075","$1,258",40,2025
Motley County,"Motley County, TX",$560,$600,$757,$995,"$1,105",40,2025
Nacogdoches County,"Nacogdoches County, TX",$602,$690,$835,"$1,095","$1,284",40,2025
Navarro County,"Navarro County, TX",$578,$647,$851,"$1,207","$1,406",40,2025
Newton County,"Newton County, TX",$560,$600,$757,"$1,065","$1,105",40,2025
Nolan County,"Nolan County, TX",$579,$595,$783,"$1,112","$1,149",40,2025
Nueces County,"Corpus Christi, TX MSA",$822,$909,"$1,118","$1,474","$1,720",40,2025
Ochiltree County,"Ochiltree County, TX",$619,$663,$837,"$1,035","$1,222",40,2025
Oldham County,"Oldham County, TX HUD Metro FMR Area",$676,$775,$988,"$1,221","$1,546",40,2025
Orange County,"Beaumont-Port Arthur, TX MSA",$747,$798,$982,"$1,281","$1,332",40,2025
Palo Pinto County,"Palo Pinto County, TX",$580,$638,$839,"$1,116","$1,199",40,2025
Panola County,"Panola County, TX",$618,$635,$835,"$1,032","$1,132",40,2025
Parker County,"Fort Worth-Arlington, TX HUD Metro FMR Area",$939,"$1,064","$1,269","$1,685","$2,098",40,2025
Parmer County,"Parmer County, TX",$564,$669,$762,"$1,010","$1,113",40,2025
Pecos County,"Pecos County, TX",$623,$805,$926,"$1,315","$1,400",40,2025
Polk County,"Polk County, TX",$556,$692,$788,"$1,119","$1,148",40,2025
Potter County,"Amarillo, TX HUD Metro FMR Area",$621,$713,$908,"$1,230","$1,421",40,2025
Presidio County,"Presidio County, TX",$560,$600,$757,"$1,075","$1,105",40,2025
Rains County,"Rains County, TX",$572,$650,$773,"$1,041","$1,129",40,2025
Randall County,"Amarillo, TX HUD Metro FMR Area",$621,$713,$908,"$1,230","$1,421",40,2025
Reagan County,"Reagan County, TX",$753,$807,"$1,018","$1,258","$1,486",40,2025
Real County,"Real County, TX",$641,$687,$867,"$1,221","$1,266",40,2025
Red River County,"Red River County, TX",$560,$575,$757,$936,"$1,105",40,2025
Reeves County,"Reeves County, TX",$619,$734,$836,"$1,188","$1,221",40,2025
Refugio County,"Refugio County, TX",$575,$681,$777,$960,"$1,230",40,2025
Roberts County,"Roberts County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Robertson County,"College Station-Bryan, TX MSA",$759,$841,$975,"$1,385","$1,582",40,2025
Rockwall County,"Dallas, TX HUD Metro FMR Area","$1,076","$1,150","$1,362","$1,736","$2,280",40,2025
Runnels County,"Runnels County, TX",$589,$605,$796,$984,"$1,079",40,2025
Rusk County,"Rusk County, TX HUD Metro FMR Area",$638,$642,$845,"$1,070","$1,289",40,2025
Sabine County,"Sabine County, TX",$560,$664,$757,"$1,075","$1,105",40,2025
San Augustine County,"San Augustine County, TX",$614,$631,$830,"$1,026","$1,212",40,2025
San Jacinto County,"San Jacinto County, TX",$560,$664,$757,"$1,023","$1,027",40,2025
San Patricio County,"Corpus Christi, TX MSA",$822,$909,"$1,118","$1,474","$1,720",40,2025
San Saba County,"San Saba County, TX",$609,$625,$823,"$1,017","$1,202",40,2025
Schleicher County,"Schleicher County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Scurry County,"Scurry County, TX",$647,$761,$874,"$1,080","$1,443",40,2025
Shackelford County,"Shackelford County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Shelby County,"Shelby County, TX",$560,$597,$757,"$1,068","$1,221",40,2025
Sherman County,"Sherman County, TX",$560,$664,$757,"$1,075","$1,150",40,2025
Smith County,"Tyler, TX MSA",$852,$857,"$1,037","$1,308","$1,669",40,2025
Somervell County,"Somervell County, TX",$616,$694,$833,"$1,183","$1,358",40,2025
Starr County,"Starr County, TX",$560,$582,$757,$980,"$1,105",40,2025
Stephens County,"Stephens County, TX",$560,$595,$757,"$1,075","$1,105",40,2025
Sterling County,"Sterling County, TX HUD Metro FMR Area",$659,$790,$992,"$1,314","$1,629",40,2025
Stonewall County,"Stonewall County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Sutton County,"Sutton County, TX",$560,$640,$757,$998,"$1,105",40,2025
Swisher County,"Swisher County, TX",$560,$582,$757,"$1,023","$1,027",40,2025
Tarrant County,"Fort Worth-Arlington, TX HUD Metro FMR Area",$939,"$1,064","$1,269","$1,685","$2,098",40,2025
Taylor County,"Abilene, TX MSA",$688,$732,$945,"$1,288","$1,598",40,2025
Terrell County,"Terrell County, TX",$608,$652,$822,"$1,084","$1,200",40,2025
Terry County,"Terry County, TX",$573,$588,$774,"$1,046","$1,050",40,2025
Throckmorton County,"Throckmorton County, TX",$560,$600,$757,"$1,070","$1,105",40,2025
Titus County,"Titus County, TX",$575,$608,$757,"$1,008","$1,124",40,2025
Tom Green County,"San Angelo, TX HUD Metro FMR Area",$659,$790,$992,"$1,314","$1,629",40,2025
Travis County,"Austin-Round Rock, TX MSA","$1,092","$1,236","$1,451","$1,867","$2,194",40,2025
Trinity County,"Trinity County, TX",$642,$660,$868,"$1,073","$1,329",40,2025
Tyler County,"Tyler County, TX",$560,$664,$757,"$1,004","$1,105",40,2025
Upshur County,"Longview, TX HUD Metro FMR Area",$687,$786,$924,"$1,276","$1,467",40,2025
Upton County,"Upton County, TX",$560,$664,$757,$998,"$1,105",40,2025
Uvalde County,"Uvalde County, TX",$567,$664,$757,"$1,028","$1,296",40,2025
Val Verde County,"Val Verde County, TX",$616,$620,$816,"$1,134","$1,191",40,2025
Van Zandt County,"Van Zandt County, TX",$621,$640,$840,"$1,193","$1,211",40,2025
Victoria County,"Victoria, TX MSA",$788,$861,"$1,068","$1,367","$1,563",40,2025
Walker County,"Walker County, TX",$685,$849,"$1,031","$1,274","$1,765",40,2025
Waller County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",$944,"$1,014","$1,208","$1,603","$2,058",40,2025
Ward County,"Ward County, TX",$705,$724,$953,"$1,181","$1,391",40,2025
Washington County,"Washington County, TX",$749,$801,$913,"$1,227","$1,477",40,2025
Webb County,"Laredo, TX MSA",$756,$760,$942,"$1,222","$1,349",40,2025
Wharton County,"Wharton County, TX",$598,$676,$808,"$1,141","$1,383",40,2025
Wheeler County,"Wheeler County, TX",$560,$617,$757,$959,"$1,105",40,2025
Wichita County,"Wichita Falls, TX MSA",$641,$707,$878,"$1,197","$1,362",40,2025
Wilbarger County,"Wilbarger County, TX",$560,$575,$757,$936,"$1,105",40,2025
Willacy County,"Willacy County, TX",$560,$575,$757,"$1,023","$1,027",40,2025
Williamson County,"Austin-Round Rock, TX MSA","$1,092","$1,236","$1,451","$1,867","$2,194",40,2025
Wilson County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$815,$961,"$1,165","$1,500","$1,849",40,2025
Winkler County,"Winkler County, TX",$566,$606,$765,"$1,087","$1,117",40,2025
Wise County,"Wise County, TX HUD Metro FMR Area",$857,$872,$994,"$1,335","$1,399",40,2025
Wood County,"Wood County, TX",$652,$657,$864,"$1,068","$1,262",40,2025
Yoakum County,"Yoakum County, TX",$630,$747,$851,"$1,052","$1,243",40,2025
Young County,"Young County, TX",$563,$634,$761,"$1,003","$1,111",40,2025
Zapata County,"Zapata County, TX",$560,$629,$757,"$1,002","$1,105",40,2025
Zavala County,"Zavala County, TX",$560,$664,$757,$955,"$1,105",40,2025
"Abilene, TX MSA",$732,$779,"$1,006","$1,360","$1,649",40,,2025
"Amarillo, TX HUD Metro FMR Area",$670,$778,$972,"$1,322","$1,542",40,,2025
"Atascosa County, TX HUD Metro FMR Area",$725,$897,"$1,013","$1,233","$1,670",40,,2025
"Austin County, TX HUD Metro FMR Area",$639,$826,$955,"$1,357","$1,627",40,,2025
"Austin-Round Rock, TX MSA","$1,253","$1,386","$1,626","$2,088","$2,416",40,,2025
"Beaumont-Port Arthur, TX MSA",$792,$849,"$1,027","$1,343","$1,402",40,,2025
"Brazoria County, TX HUD Metro FMR Area",$836,"$1,108","$1,251","$1,612","$2,131",40,,2025
"Brownsville-Harlingen, TX MSA",$632,$702,$893,"$1,156","$1,304",40,,2025
"College Station-Bryan, TX MSA",$839,$904,"$1,024","$1,455","$1,571",40,,2025
"Corpus Christi, TX MSA",$950,"$1,034","$1,262","$1,647","$1,927",40,,2025
"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,,2025
